"population"	"id_pl"	"bud_h"	"shoot_h"	"veg_h_min"	"veg_h_max"	"veg_h_mean"	"diff_veg_h_max_shoot_h"	"diff_veg_h_mean_shoot_h"	"a"	"b"	"c"	"d"	"e"	"f"	"n_fl"	"phen_index"	"most_adv"	"phen_index_p"	"most_adv_p"	"fr_int_h_max"	"fr_pred_h_max"	"n_intact_fruits"	"n_predated_fr"	"n_fruits_total"	"n_predated"	"fruit_set"	"n_fl_corrected"	"n_eggs_max"	"n_redants"	"n_blackants"	"dist_closest_redants"	"dist_closest_redants1"	"days_datalog"	"avg_d_mean"	"avg_d_sd"	"avg_d_min"	"avg_d_max"	"avg_d_range"	"avg_day_mean"	"avg_day_sd"	"avg_day_min"	"avg_day_max"	"avg_day_range"	"avg_d_mean_ja"	"avg_d_sd_ja"	"avg_d_min_ja"	"avg_d_max_ja"	"avg_d_range_ja"	"avg_day_mean_ja"	"avg_day_sd_ja"	"avg_day_min_ja"	"avg_day_max_ja"	"avg_day_range_ja"	"higher_veg_max"	"higher_veg_mean"	"attack"	"redants_pres"	"prop_pred"	"id"	"z.bud_h"	"z.shoot_h"	"z.veg_h_min"	"z.veg_h_max"	"z.veg_h_mean"	"z.diff_veg_h_max_shoot_h"	"z.diff_veg_h_mean_shoot_h"	"z.phen_index"	"z.most_adv"	"z.n_fl_corrected"	"z.n_eggs_max"	"z.n_redants"	"z.dist_closest_redants"	"z.dist_closest_redants1"	"z.avg_d_mean"	"z.avg_d_sd"	"z.avg_d_min"	"z.avg_d_max"	"z.avg_d_range"	"z.avg_day_mean"	"z.avg_day_sd"	"z.avg_day_min"	"z.avg_day_max"	"z.avg_day_range"	"z.avg_d_mean_ja"	"z.avg_d_sd_ja"	"z.avg_d_min_ja"	"z.avg_d_max_ja"	"z.avg_d_range_ja"	"z.avg_day_mean_ja"	"z.avg_day_sd_ja"	"z.avg_day_min_ja"	"z.avg_day_max_ja"	"z.avg_day_range_ja"	"z.n_predated"
"242"	"Tånga Hed"	"T_15_036"	32,9	23,7	10	15	12,5	-8,7	-11,2	0	2	2	1	0	0	5	2,8	4	4,866666667	6,952380952	39	36,4	3	1	4	2	0,8	5	6	5	0	13	0	33	17,0984848	2,81526319	13,6666667	21,6969697	8,03030303	18,6212121	2,32139797	15,7121212	21,6969697	5,98484848	17,4736842	2,86656899	13,9736842	22,0526316	8,07894737	19,0368421	2,32590912	16,0789474	22,0526316	5,97368421	"1"	"1"	"1"	"1"	0,4	242	1,37961626075978	0,154679257913028	-0,887774001548518	-1,16535842556307	-1,17595231272655	-1,29625544833202	-1,30165935441331	1,39813694560886	1,3622625835082	0,317438194018609	0,220033810403327	-0,0722745218892809	-0,413708168245094	-0,297216046180966	1,53452820849927	1,25030668797325	0,7597939471369	1,6817294290586	1,37874865729538	1,63477334093701	1,21165647231283	1,35318130548205	1,6817530957886	1,33539835744658	1,54739423904817	1,13377425102724	0,751828553955237	1,61656387699542	1,25825261599374	1,6022929899364	1,14878893529043	1,34455357652132	1,61661913065437	1,2645424972336	0,429480808127492
"243"	"Tånga Hed"	"T_15_037"	29,4	24	10	15	12,5	-9	-11,5	0	2	2	1	0	0	5	2,8	4	4,866666667	6,952380952	42,8	39,3	3	1	4	1	0,8	5	6	1	1	13	0	33	16,3522727	2,36753165	13,3030303	19,7272727	6,42424242	17,6757576	1,81641946	15,2727273	19,7272727	4,45454545	16,7467105	2,57699326	13,4736842	20,3157895	6,84210526	18,2	1,94788952	15,6315789	20,3157895	4,68421053	"1"	"1"	"1"	"1"	0,2	243	1,07271010105686	0,199202198205284	-0,887774001548518	-1,16535842556307	-1,17595231272655	-1,31469860201556	-1,32411623934273	1,39813694560886	1,3622625835082	0,317438194018609	0,220033810403327	-0,501670210760891	-0,413708168245094	-0,297216046180966	0,941204904974442	0,613823505646	0,455200331049902	0,774381219012617	0,571671970610242	0,998202158320337	0,380173579234427	0,977248116830101	0,774484290460824	0,347933931548619	0,895611115978442	0,719015163520217	0,289462688483573	0,756978411602464	0,623908597849871	0,983133907897569	0,511540504794646	0,902107197328815	0,757018293582248	0,409441488957054	-0,14379093135546
"244"	"Tånga Hed"	"T_15_038"	25,2	17	10	15	12,5	-2	-4,5	0	3	1	0	0	0	4	2,25	3	3,910714286	5,214285714	41,8	NA	3	0	3	0	0,75	4	0	0	0	10	10	33	16,3522727	2,36753165	13,3030303	19,7272727	6,42424242	17,6757576	1,81641946	15,2727273	19,7272727	4,45454545	16,7467105	2,57699326	13,4736842	20,3157895	6,84210526	18,2	1,94788952	15,6315789	20,3157895	4,68421053	"1"	"1"	"0"	"0"	0	244	0,70442270941336	-0,839666408614012	-0,887774001548518	-1,16535842556307	-1,17595231272655	-0,884358349399698	-0,800122257656084	0,64229180857482	0,519883883910274	-0,00532614419494321	-0,674868801035709	-0,609019132978794	-0,43390368539964	-0,217144505331999	0,941204904974442	0,613823505646	0,455200331049902	0,774381219012617	0,571671970610242	0,998202158320337	0,380173579234427	0,977248116830101	0,774484290460824	0,347933931548619	0,895611115978442	0,719015163520217	0,289462688483573	0,756978411602464	0,623908597849871	0,983133907897569	0,511540504794646	0,902107197328815	0,757018293582248	0,409441488957054	-0,717062670838412
"245"	"Tånga Hed"	"T_15_039"	25,5	24,5	10	10	10	-14,5	-14,5	1	6	1	0	0	0	8	2	3	3,476190476	5,214285714	47,7	31	6	1	7	1	0,875	8	0	2	1	26	0	33	17,1799242	3,19152822	13,5757576	22,5757576	9	18,830303	2,82500113	15,3636364	22,5757576	7,21212121	17,4605263	3,19492348	13,8421053	22,7105263	8,86842105	19,1368421	2,76976972	15,6842105	22,7105263	7,02631579	"1"	"1"	"0"	"1"	0,125	245	0,730728951673611	0,273407098692377	-0,887774001548518	-1,45607438385848	-1,35579965310417	-1,65282308621374	-1,54868508863701	0,298725837195712	0,519883883910274	1,28573120865927	-0,674868801035709	-0,394321288542988	-0,326194260575397	-0,297216046180966	1,59928177366537	1,78519499111324	0,68364554311515	2,08654632631491	1,86604024066609	1,77555350697079	2,0408747541764	1,05502741199209	2,08653456632418	2,12732527518239	1,53559725498253	1,60407612560504	0,630153370002619	1,94216441482154	1,66315304939669	1,67628055366423	1,89702916068858	0,954159724163201	1,94222549108594	1,96258413962038	-0,14379093135546
"246"	"Tånga Hed"	"T_15_040"	45,7	20,5	10	20	15	-0,5	-5,5	0	0	5	0	1	0	6	3,333333333	5	5,793650794	8,69047619	44	45,3	4	3	7	3	1	7	6	1	0	10	0	33	16,9810606	2,73546067	13,7575758	21,5606061	7,8030303	18,4121212	2,36411356	15,3787879	21,5606061	6,18181818	17,2631579	2,77961993	13,9736842	21,7894737	7,81578947	18,7368421	2,35159652	15,6842105	21,7894737	6,10526316	"1"	"1"	"1"	"1"	0,428571428571429	246	2,50201593053044	-0,320232105204364	-0,887774001548518	-0,874642467267652	-0,996104972348929	-0,792142580982013	-0,874978540754176	2,13107768409287	2,20464128310613	0,962966870445714	0,220033810403327	-0,501670210760891	-0,43390368539964	-0,297216046180966	1,44116264359117	1,13686155992322	0,835942351158648	1,6189130322344	1,26453969110806	1,49399317490323	1,281990717532	1,06799061359289	1,61894219621258	1,46249774097834	1,35864258365498	1,00923718162162	0,751828553955237	1,48632365196671	1,12328580144026	1,3803302987529	1,1920915982569	0,954159724163201	1,48637657658331	1,35179770418979	1,00275254761044
"247"	"Tånga Hed"	"T_15_041"	32,7	25	10	20	15	-5	-10	0	0	4	1	0	0	5	3,2	4	5,561904762	6,952380952	53,5	38,3	4	1	5	1	1	5	5	0	0	40	40	33	17,1477273	3,20534928	13,469697	22,8030303	9,33333333	18,8363636	2,7591418	15,6969697	22,8030303	7,10606061	17,5361842	3,33641581	13,6842105	23,2368421	9,55263158	19,3263158	2,79114683	16,0526316	23,2368421	7,18421053	"1"	"1"	"1"	"0"	0,2	247	1,36207876591961	0,347611999179469	-0,887774001548518	-0,874642467267652	-0,996104972348929	-1,06878988623507	-1,21183181469559	1,94784249981543	1,3622625835082	0,317438194018609	0,0708833751634881	-0,609019132978794	-0,231948513854185	0,0230701172149003	1,57368158429393	1,80484264035398	0,594805752383649	2,19124033637702	2,03354672072235	1,77963408759034	1,93243270137577	1,34021810388125	2,19121941430466	2,058887150552	1,6034298909457	1,8067354772021	0,484143038291669	2,20264486487896	2,014066762107	1,81646752819921	1,93306573073954	1,31852731310413	2,20271059922806	2,06729038796782	-0,14379093135546
"248"	"Tånga Hed"	"T_15_042"	36,2	28,5	15	20	17,5	-8,5	-11	0	2	4	1	0	0	7	2,857142857	4	4,965986395	6,952380952	57,1	39,8	5	2	7	2	1	7	8	2	1	93	0	33	16,5776515	2,54718806	13,469697	20,6818182	7,21212121	17,8939394	2,17618014	15,1212121	20,6818182	5,56060606	16,8289474	2,581174	13,6315789	20,8157895	7,18421053	18,2	2,11144315	15,4473684	20,8157895	5,36842105	"1"	"1"	"1"	"1"	0,285714285714286	248	1,66898492562253	0,867046302589117	-0,536879764046299	-0,874642467267652	-0,816257631971307	-1,283960012543	-1,28668809779369	1,47666631029919	1,3622625835082	0,962966870445714	0,518334680883006	-0,394321288542988	0,124838955876118	-0,297216046180966	1,12040662813125	0,869218253048178	0,594805752383649	1,21409613497809	0,967596383041163	1,14510319528344	0,972545026926833	0,847615929707708	1,21416072567701	1,06164584601957	0,969342288802952	0,725003234093341	0,43547292772135	1,00443483420788	0,799365456769391	0,983133907897569	0,78725185420454	0,719923452308233	1,00447914136804	0,863168551866487	0,429480808127492
"249"	"Tånga Hed"	"T_15_043"	24,1	22	10	15	12,5	-7	-9,5	0	4	1	0	0	0	5	2,2	3	3,823809524	5,214285714	44,7	NA	4	0	4	0	0,8	5	1	11	0	35	0	33	16,5170455	3,19218146	12,7727273	22,1515152	9,37878788	18,2181818	2,69413082	15,2575758	22,1515152	6,89393939	16,8421053	3,33761814	12,8947368	22,5526316	9,65789474	18,6578947	2,72367085	15,5789474	22,5526316	6,97368421	"1"	"1"	"1"	"1"	0	249	0,607966487792444	-0,0976174037430864	-0,887774001548518	-1,16535842556307	-1,17595231272655	-1,19174424412531	-1,17440367314655	0,573578614298999	0,519883883910274	0,317438194018609	-0,525718365795869	0,571819011418134	-0,265607709111761	-0,297216046180966	1,07221798024759	1,78612361962582	0,0110013773923956	1,89111749524819	2,0563885159699	1,36341446041833	1,82538751695344	0,964284915229305	1,89112283781091	1,92201088838576	0,981139272868592	1,80845757350375	-0,245908342843564	1,86402029960083	2,06805348792839	1,32191904086644	1,81931776012858	0,850054769394194	1,86407997844017	1,9276820568379	-0,717062670838412
"250"	"Tånga Hed"	"T_15_044"	38,4	26	10	20	15	-6	-11	0	0	5	1	0	0	6	3,166666667	4	5,503968254	6,952380952	52,1	51	6	0	6	0	1	6	0	15	1	37	0	33	16,5170455	3,19218146	12,7727273	22,1515152	9,37878788	18,2181818	2,69413082	15,2575758	22,1515152	6,89393939	16,8421053	3,33761814	12,8947368	22,5526316	9,65789474	18,6578947	2,72367085	15,5789474	22,5526316	6,97368421	"1"	"1"	"0"	"1"	0	250	1,86189736886436	0,496021800153654	-0,887774001548518	-0,874642467267652	-0,996104972348929	-1,13026706518019	-1,28668809779369	1,90203370408964	1,3622625835082	0,640202532232161	-0,674868801035709	1,00121470028974	-0,252144031008731	-0,297216046180966	1,07221798024759	1,78612361962582	0,0110013773923956	1,89111749524819	2,0563885159699	1,36341446041833	1,82538751695344	0,964284915229305	1,89112283781091	1,92201088838576	0,981139272868592	1,80845757350375	-0,245908342843564	1,86402029960083	2,06805348792839	1,32191904086644	1,81931776012858	0,850054769394194	1,86407997844017	1,9276820568379	-0,717062670838412
"251"	"Tånga Hed"	"T_15_045"	25,7	17,5	10	20	15	2,5	-2,5	1	2	1	0	0	0	4	2	3	3,476190476	5,214285714	41,6	NA	0	0	0	1	0	4	6	18	0	10	0	33	16,9810606	2,73546067	13,7575758	21,5606061	7,8030303	18,4121212	2,36411356	15,3787879	21,5606061	6,18181818	17,2631579	2,77961993	13,9736842	21,7894737	7,81578947	18,7368421	2,35159652	15,6842105	21,7894737	6,10526316	"0"	"1"	"1"	"1"	0,25	251	0,748266446513777	-0,76546150812692	-0,887774001548518	-0,874642467267652	-0,996104972348929	-0,607711044146644	-0,650409691459898	0,298725837195712	0,519883883910274	-0,00532614419494321	0,220033810403327	1,32326146694345	-0,43390368539964	-0,297216046180966	1,44116264359117	1,13686155992322	0,835942351158648	1,6189130322344	1,26453969110806	1,49399317490323	1,281990717532	1,06799061359289	1,61894219621258	1,46249774097834	1,35864258365498	1,00923718162162	0,751828553955237	1,48632365196671	1,12328580144026	1,3803302987529	1,1920915982569	0,954159724163201	1,48637657658331	1,35179770418979	-0,14379093135546
"252"	"Tånga Hed"	"T_15_046"	22,7	21,5	10	15	12,5	-6,5	-9	1	2	1	0	0	0	4	2	3	3,476190476	5,214285714	42,3	38,1	2	1	3	1	0,75	4	2	12	0	33	0	8	16,7125	2,89030848	13,5625	21,3125	7,75	18,3041667	2,42727587	15,375	21,3125	5,9375	16,7125	2,89030848	13,5625	21,3125	7,75	18,3041667	2,42727587	15,375	21,3125	5,9375	"1"	"1"	"1"	"1"	0,25	252	0,485204023911277	-0,171822304230179	-0,887774001548518	-1,16535842556307	-1,17595231272655	-1,16100565465275	-1,1369755315975	0,298725837195712	0,519883883910274	-0,00532614419494321	-0,37656793055603	0,679167933636037	-0,279071387214791	-0,297216046180966	1,22762648893942	1,35698906509118	0,672540548332904	1,50462203938805	1,23789093417358	1,42130779053646	1,38599193582605	1,06474979180339	1,50466120530812	1,30484562461931	0,864938993270596	1,1677763036519	0,37159347695269	1,25026324100897	1,08954410036626	1,06020431144325	1,31966844085564	0,648351277360835	1,25031194423626	1,24054731614957	-0,14379093135546
"253"	"Tånga Hed"	"T_15_047"	8,7	12	10	15	12,5	3	0,5	1	0	0	0	0	0	1	1	1	1,738095238	1,738095238	35,6	NA	1	0	1	0	1	1	0	7	1	20	0	8	16,7125	2,89030848	13,5625	21,3125	7,75	18,3041667	2,42727587	15,375	21,3125	5,9375	16,7125	2,89030848	13,5625	21,3125	7,75	18,3041667	2,42727587	15,375	21,3125	5,9375	"0"	"0"	"0"	"1"	0	253	-0,742420614900389	-1,58171541348494	-0,887774001548518	-1,16535842556307	-1,17595231272655	-0,576972454674082	-0,425840842165619	-1,07553804832072	-1,16487351528559	-0,9736191588356	-0,674868801035709	0,142423322546524	-0,366585294884488	-0,297216046180966	1,22762648893942	1,35698906509118	0,672540548332904	1,50462203938805	1,23789093417358	1,42130779053646	1,38599193582605	1,06474979180339	1,50466120530812	1,30484562461931	0,864938993270596	1,1677763036519	0,37159347695269	1,25026324100897	1,08954410036626	1,06020431144325	1,31966844085564	0,648351277360835	1,25031194423626	1,24054731614957	-0,717062670838412
"254"	"Tånga Hed"	"T_15_048"	22,5	16,5	10	15	12,5	-1,5	-4	1	0	1	0	0	0	2	2	3	3,476190476	5,214285714	NA	50,5	1	1	2	1	1	2	0	11	3	17	0	33	17,0984848	2,81526319	13,6666667	21,6969697	8,03030303	18,6212121	2,32139797	15,7121212	21,6969697	5,98484848	17,4736842	2,86656899	13,9736842	22,0526316	8,07894737	19,0368421	2,32590912	16,0789474	22,0526316	5,97368421	"1"	"1"	"0"	"1"	0,5	254	0,467666529071111	-0,913871309101105	-0,887774001548518	-1,16535842556307	-1,17595231272655	-0,853619759927136	-0,762694116107037	0,298725837195712	0,519883883910274	-0,650854820622048	-0,674868801035709	0,571819011418134	-0,386780812039034	-0,297216046180966	1,53452820849927	1,25030668797325	0,7597939471369	1,6817294290586	1,37874865729538	1,63477334093701	1,21165647231283	1,35318130548205	1,6817530957886	1,33539835744658	1,54739423904817	1,13377425102724	0,751828553955237	1,61656387699542	1,25825261599374	1,6022929899364	1,14878893529043	1,34455357652132	1,61661913065437	1,2645424972336	-0,14379093135546
"255"	"Tånga Hed"	"T_15_049"	44,5	27,5	15	40	27,5	12,5	0	1	0	4	1	0	0	6	2,833333333	4	4,924603175	6,952380952	49	49,8	4	1	5	1	0,833333333	6	3	6	0	60	0	33	16,3598485	2,37443256	13,5151515	20,4090909	6,89393939	17,6242424	1,99294678	15,2121212	20,4090909	5,1969697	16,6414474	2,48535135	13,6842105	20,7631579	7,07894737	17,9736842	2,05913551	15,4210526	20,7631579	5,34210526	"0"	"0"	"1"	"1"	0,166666666666667	255	2,39679096148944	0,718636501614932	-0,536879764046299	0,288221365914	-0,0968682704608183	0,00706074530458841	-0,463268983714666	1,44394574133465	1,3622625835082	0,640202532232161	-0,227417495316191	0,0350744003286216	-0,0973117328238823	-0,297216046180966	0,947228525715571	0,623633654731663	0,632879912512905	1,08846329526433	0,807703831383946	0,963517155724511	0,67083831809822	0,925395224869701	1,08853888046362	0,827000836224991	0,801235333110369	0,587756528796233	0,484143038291669	0,97838677930388	0,745378730948	0,815688361146417	0,699073988578159	0,69389718889104	0,978430620655398	0,845717510475248	-0,14379093135546
"256"	"Tånga Hed"	"T_15_050"	22,6	30,3	15	15	15	-15,3	-15,3	0	6	1	0	0	0	7	2,142857143	3	3,724489796	5,214285714	42,6	42,4	5	1	6	1	0,857142857	7	2	3	1	40	0	33	16,5170455	2,28620945	13,6363636	20,1363636	6,5	17,7666667	1,83041121	15,4545455	20,1363636	4,68181818	16,875	2,42480338	13,8421053	20,6315789	6,78947368	18,2157895	1,91339003	15,7631579	20,6315789	4,86842105	"1"	"1"	"1"	"1"	0,142857142857143	256	0,476435276491194	1,13418394434265	-0,536879764046299	-1,16535842556307	-0,996104972348929	-1,70200482936984	-1,60857011511549	0,495049249608669	0,519883883910274	0,962966870445714	-0,37656793055603	-0,286972366325086	-0,231948513854185	-0,297216046180966	1,07221798024759	0,498218041153029	0,734411089954158	0,962830455550571	0,609741627681083	1,05941093494324	0,40321198688712	1,13280670715409	0,962917035250234	0,494587065896599	1,01063168820417	0,501033719575989	0,630153370002619	0,913266642043885	0,596915234939175	0,994816174272376	0,453382817057278	1,03223851441478	0,913309318873784	0,531598772064334	-0,14379093135546
"257"	"Tånga Hed"	"T_15_051"	25,6	33	15	20	17,5	-13	-15,5	4	4	1	0	0	0	9	1,666666667	3	2,896825397	5,214285714	37,3	NA	3	0	3	0	0,333333333	9	8	11	7	45	0	33	16,4924242	2,10361191	13,8636364	19,8333333	5,96969697	17,6060606	1,75549803	15,3333333	19,8333333	4,5	16,7993421	2,23198238	14	20,2368421	6,23684211	18,0052632	1,80959539	15,6315789	20,2368421	4,60526316	"1"	"1"	"1"	"1"	0	257	0,739497699093694	1,53489040697295	-0,536879764046299	-0,874642467267652	-0,816257631971307	-1,56060731779605	-1,62354137173511	-0,15936212418501	0,519883883910274	1,60849554687282	0,518334680883006	0,571819011418134	-0,198289318596609	-0,297216046180966	1,05264125259459	0,238642262005716	0,924782141890151	0,823238426779295	0,343254043260785	0,95127541386586	0,27986212862067	1,02910092323328	0,82333722258914	0,37726456099931	0,942799052241002	0,22485635480791	0,776163609240396	0,717906329246466	0,31348493463435	0,83905289389603	0,278410483787058	0,902107197328815	0,717945512513279	0,357088364783336	-0,717062670838412
"258"	"Tånga Hed"	"T_15_052"	30,3	20	15	15	15	-5	-5	1	4	3	1	0	0	9	2,444444444	4	4,248677249	6,952380952	43,3	37,6	6	1	7	2	0,777777778	9	4	10	1	53	0	33	16,6780303	2,71128604	13,4242424	21,1060606	7,68181818	18,1272727	2,26657577	15,2424242	21,1060606	5,86363636	17,0164474	2,83235279	13,6578947	21,5526316	7,89473684	18,5473684	2,32067147	15,6052632	21,5526316	5,94736842	"1"	"1"	"1"	"1"	0,222222222222222	258	1,15162882783761	-0,394437005691457	-0,536879764046299	-1,16535842556307	-0,996104972348929	-1,06878988623507	-0,83755039920513	0,909509785703343	1,3622625835082	1,60849554687282	-0,0782670600763513	0,464470089200232	-0,144434606184488	-0,297216046180966	1,20021916563883	1,10249555248496	0,556731508491157	1,4095249660448	1,20362824381487	1,30220568379542	1,12138783600805	0,951321628071293	1,40957245419027	1,25718335418172	1,13744924449554	1,08476641501157	0,45980798300651	1,36910745439	1,1637758458063	1,24014332421792	1,13995954061887	0,876081032811385	1,36915828286858	1,24709145584236	0,429480808127492
"259"	"Tånga Hed"	"T_15_053"	20	19	10	15	12,5	-4	-6,5	1	3	1	0	0	0	5	2	3	3,476190476	5,214285714	40	NA	2	0	2	0	0,4	5	0	10	15	26	0	33	16,7954545	2,82056538	13,3333333	21,3939394	8,06060606	18,3060606	2,34180197	15,3333333	21,3939394	6,06060606	17,1743421	2,96639902	13,5789474	21,9210526	8,34210526	18,7789474	2,4229407	15,6842105	21,9210526	6,23684211	"1"	"1"	"0"	"1"	0	259	0,248447843569028	-0,542846806665642	-0,887774001548518	-1,16535842556307	-1,17595231272655	-1,00731270728994	-0,949834823852269	0,298725837195712	0,519883883910274	0,317438194018609	-0,674868801035709	0,464470089200232	-0,326194260575397	-0,297216046180966	1,29358473054693	1,25784413946595	0,480583104469407	1,54213740028732	1,39397651911868	1,42258294673145	1,24525310388112	1,02910092323328	1,54217328312751	1,38428273771348	1,27901296362617	1,27676072350751	0,386802909624208	1,55144373973542	1,39321942541848	1,4114829844232	1,31236040635576	0,954159724163201	1,55149782887276	1,43905291114599	-0,717062670838412
"260"	"Tånga Hed"	"T_15_054"	39,9	19,7	10	20	15	0,3	-4,7	0	0	2	1	0	0	3	3,333333333	4	5,793650794	6,952380952	48	41,6	1	2	3	1	1	3	5	5	1	45	0	33	16,5113636	2,1847192	13,8030303	19,8484848	6,04545455	17,7	1,76592977	15,3333333	19,8484848	4,51515152	16,7796053	2,32200187	13,9210526	20,2894737	6,36842105	18,0578947	1,83696665	15,6052632	20,2894737	4,68421053	"0"	"1"	"1"	"1"	0,333333333333333	260	1,99342858016561	-0,438959945983712	-0,887774001548518	-0,874642467267652	-0,996104972348929	-0,742960837825915	-0,815093514275702	2,13107768409287	1,3622625835082	-0,328090482408496	0,0708833751634881	-0,0722745218892809	-0,198289318596609	-0,297216046180966	1,06770022493607	0,353942216190625	0,874016511287905	0,830218021308054	0,381323700331625	1,01452448079854	0,297038727591271	1,02910092323328	0,830316206312995	0,387041439633786	0,925103620971064	0,353791198657731	0,70315844338492	0,743954384150464	0,38096833678235	0,877993658499442	0,324551722166476	0,876081032811385	0,743994033225924	0,409441488957054	-0,14379093135546
"261"	"Tånga Hed"	"T_15_055"	12,6	16,5	10	30	20	13,5	3,5	1	1	0	0	0	0	2	1,5	2	2,607142857	3,476190476	36,1	NA	1	0	1	0	0,5	2	0	20	2	70	0	33	16,2954545	2,56515796	13,1363636	20,3939394	7,25757576	17,7212121	2,00861446	15,3787879	20,3939394	5,01515152	16,6184211	2,72971622	13,2631579	20,8947368	7,63157895	18,1631579	2,06396649	15,7631579	20,8947368	5,13157895	"0"	"0"	"0"	"1"	0	261	-0,400439465517139	-0,913871309101105	-0,887774001548518	-0,293210550676826	-0,636410291593685	0,0685379242497116	-0,201271992871341	-0,388406105562504	-0,322494815687657	-0,650854820622048	-0,674868801035709	1,53795931137926	-0,0299933423087308	-0,297216046180966	0,896027987950001	0,894763782268886	0,315594909716156	1,08148370073557	0,990438178288706	1,02880651296696	0,696636263231027	1,06799061359289	1,08155989673977	0,709678331327701	0,780590633409759	0,937760137523985	0,0947823386754793	1,04350686707259	1,02880903638156	0,955875335681399	0,707217837264196	1,03223851441478	1,04355187294484	0,706109185976728	-0,717062670838412
"262"	"Tånga Hed"	"T_15_056"	30,8	38	10	50	30	12	-8	2	12	2	1	0	0	17	2,117647059	4	3,680672269	6,952380952	47,2	39,3	15	0	15	0	0,882352941	17	0	20	0	138	0	33	15,8636364	2,24241832	13,030303	19,3484848	6,31818182	17,1030303	1,76398443	14,8030303	19,3484848	4,54545455	16,1381579	2,30347462	13,2105263	19,6315789	6,42105263	17,4210526	1,7718675	15,0789474	19,6315789	4,55263158	"0"	"1"	"0"	"1"	0	262	1,19547256493803	2,27693941184388	-0,887774001548518	0,869653282504827	0,0829790699168038	-0,0236778441679732	-1,06211924849941	0,460403941616633	1,3622625835082	4,19061025258124	-0,674868801035709	1,53795931137926	0,427771713194299	-0,297216046180966	0,552683593489208	0,435965741973691	0,226755118984655	0,59989117153218	0,5183744567413	0,612586885794947	0,293835587459187	0,575388439419344	0,600009513119123	0,406595190450001	0,350000849499474	0,327254633234881	0,0461122281051627	0,418353796833055	0,407961699693045	0,406809703916276	0,214810504610271	0,355555962267066	0,418387623302191	0,322186282000857	-0,717062670838412
"263"	"Tånga Hed"	"T_15_057"	29,8	18,5	10	20	15	1,5	-3,5	0	2	3	1	0	0	6	2,833333333	4	4,924603175	6,952380952	38	45,4	4	2	6	2	1	6	4	1	2	80	0	33	17,0454545	3,67431466	12,8636364	23,5757576	10,7121212	19,0030303	3,14487266	15,6212121	23,5757576	7,95454545	17,2467105	3,61319896	13,0526316	23,5	10,4473684	19,1947368	3,01001477	15,8947368	23,5	7,60526316	"0"	"1"	"1"	"1"	0,333333333333333	263	1,10778509073719	-0,617051707152735	-0,887774001548518	-0,874642467267652	-0,996104972348929	-0,669188223091767	-0,725265974557991	1,44394574133465	1,3622625835082	0,640202532232161	-0,0782670600763513	-0,501670210760891	0,0373250482064206	-0,297216046180966	1,4923631018454	2,47151128170926	0,0871497814141457	2,54720002586666	2,72641443619497	1,89185018928727	2,56756589035528	1,27540201032006	2,54714795271192	2,60639217340602	1,34389633115866	2,2031717625611	-0,0998980111326146	2,33288508990766	2,47295391107386	1,71911543172177	2,30202345475926	1,16236973260098	2,33295315329912	2,34650704359625	0,429480808127492
"264"	"Tånga Hed"	"T_15_058"	11,8	14	5	5	5	-9	-9	3	1	0	0	0	0	4	1,25	2	2,172619048	3,476190476	36,5	33,3	1	0	1	0	0,2	5	2	13	1	52	0	33	16,6344697	2,90943861	13,3787879	21,6818182	8,3030303	18,030303	2,73050147	14,8333333	21,6818182	6,84848485	16,9473684	3,0304613	13,5526316	22,0789474	8,52631579	18,4263158	2,79110515	15,1578947	22,0789474	6,92105263	"1"	"1"	"1"	"1"	0	264	-0,470589444877805	-1,28489581153657	-1,23866823905074	-1,74679034215389	-1,71549433385942	-1,31469860201556	-1,1369755315975	-0,731972076941612	-0,322494815687657	0,317438194018609	-0,37656793055603	0,786516855853939	-0,151166445236003	-0,297216046180966	1,16558354515569	1,38418394624861	0,5186573483619	1,67474983452984	1,51579941370506	1,23691632655297	1,88527436894075	0,601314842620936	1,67477411206475	1,89268026538781	1,07551505573666	1,36851707614252	0,362467854339049	1,62958790444742	1,48769619560591	1,15057945464872	1,93299546847117	0,43363465361888	1,6296433910107	1,89277997405542	-0,717062670838412
"265"	"Tånga Hed"	"T_15_059"	18	18	15	15	15	-3	-3	1	2	1	0	0	0	4	2	3	3,476190476	5,214285714	40,4	NA	3	0	3	0	0,75	4	0	35	1	48	0	33	16,8674242	2,03087788	14,3636364	20,1060606	5,74242424	18	1,60556552	16,030303	20,1060606	4,07575758	17,0723684	2,08707921	14,5263158	20,3684211	5,84210526	18,2368421	1,64523219	16,1315789	20,3684211	4,23684211	"1"	"1"	"0"	"1"	0	265	0,073072895167361	-0,691256607639827	-0,536879764046299	-1,16535842556307	-0,996104972348929	-0,945835528344821	-0,687837833008944	0,298725837195712	0,519883883910274	-0,00532614419494321	-0,674868801035709	3,14819314464779	-0,178093801442064	-0,297216046180966	1,35080880954229	0,135245510287296	1,34359832212815	0,948871266493054	0,229045077073459	1,21651342345522	0,0329876285923281	1,62540879577041	0,948959067802526	0,103512049572301	1,18758635953172	0,0173116597947078	1,26286452999722	0,783026466506461	0,111034712804133	1,01039248011374	0,00133439770246199	1,39660600445594	0,783066814294893	0,11277379193738	-0,717062670838412
