population	id_pl	bud_h	shoot_h	veg_h_min	veg_h_max	veg_h_mean	diff_veg_h_max_shoot_h	diff_veg_h_mean_shoot_h	a	b	c	d	e	f	n_fl	phen_index	most_adv	phen_index_p	most_adv_p	fr_int_h_max	fr_pred_h_max	n_intact_fruits	n_predated_fr	n_fruits_total	n_predated	fruit_set	n_fl_corrected	n_eggs_max	n_redants	n_blackants	dist_closest_redants	dist_closest_redants1	days_datalog	avg_d_mean	avg_d_sd	avg_d_min	avg_d_max	avg_d_range	avg_day_mean	avg_day_sd	avg_day_min	avg_day_max	avg_day_range	avg_d_mean_ja	avg_d_sd_ja	avg_d_min_ja	avg_d_max_ja	avg_d_range_ja	avg_day_mean_ja	avg_day_sd_ja	avg_day_min_ja	avg_day_max_ja	avg_day_range_ja
Högsjön	H_15_035	35,7	22	15	30	22,5	8	0,5	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	50,5		1	0	1	0	0,5	2	1	8	6	68	0	73	15,8604452	1,08247948	14,5890411	17,5068493	2,91780822	16,4136986	0,93331702	15,2808219	17,5068493	2,2260274	16,2600806	1,15912607	14,8548387	17,983871	3,12903226	16,8709677	0,94913061	15,6935484	17,983871	2,29032258
Högsjön	H_15_037	5,7	16,5	20	20	20	3,5	3,5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782	36,6		1	0	1	0	0,5	2	0	0	1	80	80	73	15,9734589	1,03194906	14,7465753	17,4931507	2,74657534	16,4575342	0,93932545	15,1164384	17,4863014	2,36986301	16,4495968	1,13442647	15,0806452	18,0806452	3	17,0096774	0,98780719	15,5806452	18,0806452	2,5
Högsjön	H_15_038	10,3	19	50	50	50	31	31	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			1	0	1	0	1	1	0	6	20	43	0	73	15,5410959	1,35065069	13,8561644	17,6232877	3,76712329	16,2657534	1,07431271	15,0958904	17,6232877	2,52739726	15,858871	1,48077509	14,0322581	18,1451613	4,11290323	16,6774194	1,1294094	15,4677419	18,1451613	2,67741935
Högsjön	H_15_039	8,6	15	10	20	15	5	0	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564	42,5		2	0	2	0	0,666666667	3	0	0	2	40	40	73	17,1806507	1,81536992	15,0205479	19,8424658	4,82191781	18,0260274	1,70131127	15,5	19,8424658	4,34246575	18,1915323	2,2075445	15,5806452	21,4516129	5,87096774	19,2645161	1,99182572	16,3709677	21,4516129	5,08064516
Högsjön	H_15_041	10	18	0	20	10	2	-8	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564	52,1		2	0	2	0	0,666666667	3	0	0	1	90	90	73	16,859589	2,6515153	13,7945205	20,9383562	7,14383562	18,2712329	2,24880577	15,7945205	20,9383562	5,14383562	17,7419355	2,92610827	14,2741935	22,1774194	7,90322581	19,3580645	2,34130561	16,7580645	22,1774194	5,41935484
Högsjön	H_15_043	5	21,5	40	50	45	28,5	23,5	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	36,1	25,3	1	1	2	2	0,666666667	3	0	2	3	148	0	73	15,8373288	1,14035064	14,4452055	17,5410959	3,09589041	16,4342466	0,94898196	15,3356164	17,5410959	2,20547945	16,4112903	1,30758628	14,8225806	18,3709677	3,5483871	17,1225806	1,04476477	15,8870968	18,3709677	2,48387097
Högsjön	H_15_046	5,6	12	20	20	20	8	8	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782	31,6	30	1	0	1	0	1	1	0	0	6	10	10	73	16,1575342	1,91705936	13,9041096	19,109589	5,20547945	17,190411	1,60366948	15,3356164	19,109589	3,7739726	17,1633065	2,27720244	14,5	20,6612903	6,16129032	18,4258065	1,83379123	16,3225806	20,6612903	4,33870968
Högsjön	H_15_047	6,5	10	15	15	15	5	5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	1	3	28	0	73	15,9109589	1,51049736	14,1164384	18,0684932	3,95205479	16,7205479	1,25991627	15,109589	18,0684932	2,95890411	16,7943548	1,75203974	14,6774194	19,2258065	4,5483871	17,7612903	1,39617231	15,983871	19,2258065	3,24193548
Högsjön	H_15_048	8,6	23	30	40	35	17	12	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564		33,3	0	1	1	1	1	1	0	0	7	35	35	73	15,8544521	1,79695287	13,8424658	18,7465753	4,90410959	16,7808219	1,58505134	15,0684932	18,7465753	3,67808219	16,6633065	2,11380193	14,3225806	20,1290323	5,80645161	17,7806452	1,82008041	15,8548387	20,1290323	4,27419355
Högsjön	H_15_049	9,7	25,5	40	40	40	14,5	14,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564	57,6		1	0	1	0	0,333333333	3	0	2	2	28	0	73	15,822774	1,66956153	13,8630137	18,4794521	4,61643836	16,7	1,40063644	15,1575342	18,4794521	3,32191781	16,0927419	1,66305831	14,1129032	18,7258065	4,61290323	17	1,31607984	15,5645161	18,7258065	3,16129032
Högsjön	H_15_053	15,7	24	60	60	60	36	36	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	0	0	1	0	4	7	9	0	73	15,6703767	1,51606442	13,6986301	17,7808219	4,08219178	16,5369863	1,07280807	15,1917808	17,7808219	2,5890411	16,0705645	1,64757549	13,9354839	18,2903226	4,35483871	17,0354839	1,10387233	15,5806452	18,2903226	2,70967742
Högsjön	H_15_056	7,4	13	5	20	12,5	7	-0,5	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564	54,6		1	0	1	0	0,5	2	0	0	2	175	175	73	15,6130137	1,67649326	13,6027397	18,3150685	4,71232877	16,5219178	1,37215626	14,9794521	18,3150685	3,33561644	16,4979839	1,90761965	14,1774194	19,5322581	5,35483871	17,5709677	1,47788128	15,9032258	19,5322581	3,62903226
Högsjön	H_15_057	6	12,5	25	25	25	12,5	12,5	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	1	0	2	175	175	73	15,6130137	2,88863685	12,5684932	20,8561644	8,28767123	17,0506849	2,66969514	14,390411	20,8561644	6,46575342	16,5040323	3,08311073	13,1935484	21,9677419	8,77419355	18,0870968	2,75223038	15,2903226	21,9677419	6,67741935
Högsjön	H_15_058	9,4	14	25	25	25	11	11	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	0	0	2	0	0	4	175	175	73	15,4109589	1,99770575	12,9794521	18,4931507	5,51369863	16,5150685	1,58671295	14,6575342	18,4931507	3,83561644	16,3891129	2,21048758	13,6612903	19,7096774	6,0483871	17,6548387	1,65111134	15,6935484	19,7096774	4,01612903
Högsjön	H_15_059	4,6	15	20	60	40	45	25	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	1	0	1	2	0	15	150	150	73	15,5590753	1,44983128	13,760274	17,609589	3,84931507	16,3479452	1,16035365	14,9246575	17,609589	2,68493151	16,4012097	1,72392335	14,2741935	18,8064516	4,53225806	17,3709677	1,306414	15,7741935	18,8064516	3,03225806
Högsjön	H_15_060	8,2	19	20	60	40	41	21	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	45,7		1	0	1	0	1	1	0	0	6	140	140	73	15,4015411	1,88520251	13,1369863	18,5273973	5,39041096	16,4273973	1,52672177	14,6506849	18,5273973	3,87671233	16,1754032	2,17971035	13,5806452	19,6935484	6,11290323	17,3774194	1,73140703	15,3870968	19,6935484	4,30645161
Högsjön	H_15_063	10,1	17	40	40	40	23	23	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564		39,4	0	1	1	1	0,5	2	0	2	4	158	0																					
Högsjön	H_15_065	7,2	13	40	40	40	27	27	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	1	0	2	0	0	2	35	35	73	15,5941781	1,93355071	13,2945205	18,6917808	5,39726027	16,6410959	1,582941	14,9041096	18,6917808	3,78767123	16,2258065	2,09565345	13,6935484	19,516129	5,82258065	17,3967742	1,61673072	15,6129032	19,516129	3,90322581
Högsjön	H_15_067	10,7	22,5	20	35	27,5	12,5	5	1	2	0	0	0	0	3	1,666666667	2	2,883096367	3,45971564	55,1		1	0	1	0	0,333333333	3	3	0	20	63	63	73	14,1900685	2,11159438	11,3493151	17,0890411	5,73972603	15,2452055	1,671815	12,8356164	17,0273973	4,19178082	15,0705645	2,64810673	11,516129	18,8225806	7,30645161	16,4612903	2,09074198	13,5	18,8225806	5,32258065
Högsjön	H_15_068	9,2	20	40	40	40	20	20	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	1	0	3	0	0	11	80	80	73	14,8784247	1,0793056	13,4863014	16,3630137	2,87671233	15,469863	0,82555064	14,4246575	16,3630137	1,93835616	15,641129	1,32430679	13,9193548	17,4354839	3,51612903	16,4032258	0,94180235	15,2096774	17,4354839	2,22580645
Högsjön	H_15_069	9,1	22	25	25	25	3	3	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	3	0	3	9	0	15	105	105	73	15,2243151	1,67544746	13,2328767	17,7191781	4,48630137	16,130137	1,37847085	14,5273973	17,7191781	3,19178082	16,1370968	2,02834105	13,7258065	19,1451613	5,41935484	17,2677419	1,60223568	15,4193548	19,1451613	3,72580645
Högsjön	H_15_070	9,3	25	40	40	40	15	15	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	6	0	15	136	136	73	14,6755137	1,0091179	13,3082192	16,0342466	2,7260274	15,239726	0,72358354	14,3082192	16,0342466	1,7260274	15,391129	1,16814415	13,8064516	16,9516129	3,14516129	16,0645161	0,79328784	15,0322581	16,9516129	1,91935484
Högsjön	H_15_071	10,7	21	40	40	40	19	19	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	0	0	2	0	0	15	136	136	73	15,0068493	1,40381281	13,2876712	17,2191781	3,93150685	15,7767123	1,11676387	14,4794521	17,2191781	2,73972603	15,8145161	1,70327014	13,7258065	18,516129	4,79032258	16,7806452	1,29617928	15,3064516	18,516129	3,20967742
Högsjön	H_15_073	12,3	28	45	45	45	17	17	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	42,2		1	0	1	0	1	1	3	0	15	138	138	73	14,7739726	1,06165027	13,3835616	16,2876712	2,90410959	15,339726	0,83043172	14,2671233	16,2876712	2,02054795	15,5060484	1,24627721	13,8548387	17,2741935	3,41935484	16,2032258	0,91343047	15,0322581	17,2741935	2,24193548
Högsjön	H_15_074	6,7	23	40	80	60	57	37	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782	51,4		1	0	1	0	0,5	2	0	0	20	42	42	73	14,0505137	1,32300005	12,2054795	15,7876712	3,58219178	14,8082192	0,89196352	13,6438356	15,7876712	2,14383562	14,7883065	1,51892074	12,6935484	16,7580645	4,06451613	15,6870968	0,97069471	14,4032258	16,7580645	2,35483871
Högsjön	H_15_075	5,1	19,5	5	30	17,5	10,5	-2	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	0	0	3	0	0	17	16	16	73	14,739726	1,27462378	13,0616438	16,4794521	3,41780822	15,4739726	0,87920936	14,3630137	16,4794521	2,11643836	15,6028226	1,51329683	13,6129032	17,5967742	3,98387097	16,5032258	0,97614066	15,2741935	17,5967742	2,32258065
Högsjön	H_15_076	13,7	23,5	30	30	30	6,5	6,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564	52,2		1	0	1	1	0,333333333	3	9	15	15	10	0	73	15,1284247	1,41638501	13,2876712	17,1027397	3,81506849	15,9479452	0,991566	14,7328767	17,1027397	2,36986301	16,0282258	1,70472536	13,8387097	18,4193548	4,58064516	17,0322581	1,15523885	15,6129032	18,4193548	2,80645161
Högsjön	H_15_078	6,3	19	5	60	32,5	41	13,5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	0	0	1	0	0	20	73	73	73	15,3296233	1,74848068	13,369863	18,3972603	5,02739726	16,2232877	1,55225085	14,6506849	18,3972603	3,74657534	16,328629	2,14739284	14	20,0967742	6,09677419	17,4354839	1,8989169	15,5322581	20,0967742	4,56451613
Högsjön	H_15_079	11,2	25	5	60	32,5	35	7,5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	0	0	1	0	0	15	70	70	73	15,7568493	1,14132086	14,3630137	17,4589041	3,09589041	16,3479452	0,97006586	15,1575342	17,4589041	2,30136986	16,6673387	1,39680087	15	18,7580645	3,75806452	17,3967742	1,17777547	15,9516129	18,7580645	2,80645161
Högsjön	H_15_080	11	25	40	55	47,5	30	22,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	1	0	3	0	0	6	210	210	73	15,0770548	0,86285662	13,8630137	16,1164384	2,25342466	15,569863	0,55613665	14,8356164	16,1164384	1,28082192	15,8044355	1,04727728	14,3225806	17,0645161	2,74193548	16,4193548	0,63459585	15,5806452	17,0645161	1,48387097
Högsjön	H_15_083	5,9	14	40	40	40	26	26	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564			0	0	0	0	0	1	0	0	3	240	240	73	14,8236301	1,08997198	13,4109589	16,2534247	2,84246575	15,4150685	0,84961239	14,2808219	16,2534247	1,97260274	15,7358871	1,32593993	14,0322581	17,4516129	3,41935484	16,4903226	0,96588979	15,2258065	17,4516129	2,22580645
Högsjön	H_15_086	11,6	20,5	35	40	37,5	19,5	17	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	0	0	2	2	3	25	138	0	73	13,9683219	0,81027843	12,9041096	15,0136986	2,10958904	14,4082192	0,61113877	13,6027397	15,0136986	1,4109589	14,5725806	0,96590661	13,2903226	15,7903226	2,5	15,1322581	0,65336072	14,2741935	15,7903226	1,51612903
Högsjön	H_15_087	12,1	31	15	50	32,5	19	1,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564	39,6		1	0	1	0	0,333333333	3	0	0	20	127	127	73	14,9794521	0,9463775	13,7945205	16,3972603	2,60273973	15,469863	0,7838681	14,4452055	16,3972603	1,95205479	15,7137097	1,14266818	14,2580645	17,3870968	3,12903226	16,3354839	0,88589438	15,1612903	17,3870968	2,22580645
Högsjön	H_15_092	7,2	23	35	35	35	12	12	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	0	0	2	0	15	1	38	0	73	14,3424658	0,95092694	13,0890411	15,6164384	2,52739726	14,8616438	0,71805763	13,890411	15,6164384	1,7260274	15,0745968	1,12144286	13,6129032	16,5483871	2,93548387	15,7193548	0,79021991	14,6451613	16,5483871	1,90322581
Högsjön	H_15_095	5	22	40	40	40	18	18	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	36		1	0	1	0	0,333333333	3	0	8	0	26	0	73	13,5907534	0,90263509	12,4178082	14,739726	2,32191781	14,0671233	0,70635652	13,0479452	14,739726	1,69178082	14,2862903	1,10779643	12,8064516	15,6774194	2,87096774	14,9032258	0,80029271	13,7741935	15,6774194	1,90322581
Högsjön	H_15_096	8,7	19	20	50	35	31	16	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564			0	0	0	3	0	4	2	22	0	11	0	73	14,3398973	1,67547594	12,239726	16,9520548	4,71232877	15,2356164	1,35718374	13,6232877	16,9520548	3,32876712	15,2762097	2,04809943	12,7258065	18,5483871	5,82258065	16,3967742	1,6077648	14,5483871	18,5483871	4
Högsjön	H_15_097	11,3	24	30	40	35	16	11	5	1	0	0	0	0	6	1,166666667	2	2,018167457	3,45971564			0	0	0	2	0	6	10	1	0	11	0	73	14,1001712	1,55873913	12,0410959	16,390411	4,34931507	14,9671233	1,17376266	13,5342466	16,390411	2,85616438	14,9919355	1,82357845	12,5806452	17,6290323	5,0483871	16,0387097	1,30264558	14,4354839	17,6290323	3,19354839
Högsjön	H_15_098	8,2	19	25	25	25	6	6	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	3	0	3	11	4	0	16	0	73	13,7260274	1,23635978	12	15,3767123	3,37671233	14,4424658	0,79276465	13,4315068	15,3767123	1,94520548	14,5544355	1,45598632	12,5322581	16,4516129	3,91935484	15,4290323	0,85582401	14,3064516	16,4516129	2,14516129
Högsjön	H_15_099	9,9	24	40	60	50	36	26	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	0	0	2	0	4	0	17	0	73	13,6875	0,54944955	13,0136986	14,3972603	1,38356164	13,9520548	0,4708186	13,2534247	14,3972603	1,14383562	14,1209677	0,6658162	13,2903226	14,9677419	1,67741935	14,4645161	0,54165285	13,6451613	14,9677419	1,32258065
Högsjön	H_15_100	8,3	26	40	60	50	34	24	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	0	0	3	0	3	0	17	0	73	13,567637	0,80728992	12,5616438	14,7808219	2,21917808	13,9917808	0,65495561	13,1780822	14,7808219	1,60273973	14,141129	0,97577832	12,9354839	15,6451613	2,70967742	14,6774194	0,75201352	13,7741935	15,6451613	1,87096774
Högsjön	H_15_101	7,7	35	40	50	45	15	10	5	0	0	0	0	0	5	1	1	1,72985782	1,72985782			0	0	0	2	0	5	1	6	0	30	0	73	13,6113014	0,82253925	12,6164384	14,6986301	2,08219178	14	0,73816092	12,9041096	14,6986301	1,79452055	14,2399194	0,95270172	13,0322581	15,4677419	2,43548387	14,7129032	0,81034229	13,5	15,4677419	1,96774194
Högsjön	H_15_102	11,2	24	30	30	30	6	6	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564			0	0	0	2	0	4	9	3	1	103	0	73	13,7328767	0,86040094	12,5958904	14,9109589	2,31506849	14,1958904	0,65879477	13,3356164	14,9109589	1,57534247	14,3891129	1,00240018	13,0645161	15,7580645	2,69354839	14,9580645	0,72340856	14,016129	15,7580645	1,74193548
Högsjön	H_15_103	10	20	30	40	35	20	15	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	1	0	3	4	0	1	9	9	73	13,5085616	0,82417623	12,4520548	14,6575342	2,20547945	13,9561644	0,62935756	13,1506849	14,6575342	1,50684932	14,1572581	0,97072687	12,9032258	15,483871	2,58064516	14,7129032	0,68254101	13,8548387	15,483871	1,62903226
Högsjön	H_15_104	9,1	23	30	30	30	7	7	4	1	0	0	0	0	5	1,2	2	2,075829384	3,45971564			0	0	0	1	0	5	4	1	0	14	0	73	13,7936644	1,12794284	12,2671233	15,3013699	3,03424658	14,439726	0,77243431	13,4589041	15,3013699	1,84246575	14,546371	1,3348184	12,7096774	16,3225806	3,61290323	15,3451613	0,83516892	14,2903226	16,3225806	2,03225806
Högsjön	H_15_105	10	18	30	30	30	12	12	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	2	0	2	12	1	1	14	0	73	13,6686644	1,13533784	12,2260274	15,4178082	3,19178082	14,2931507	0,87119091	13,2945205	15,4178082	2,12328767	14,4334677	1,41103496	12,6935484	16,7258065	4,03225806	15,216129	1,07740485	14,0483871	16,7258065	2,67741935
Högsjön	H_15_106	10,3	27	30	50	40	23	13	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782	43,7		1	0	1	0	0,333333333	3	2	1	1	40	0	73	13,8039384	0,96210176	12,5342466	15,1780822	2,64383562	14,3383562	0,70465725	13,4863014	15,1780822	1,69178082	14,4637097	1,18392937	12,9354839	16,1774194	3,24193548	15,1419355	0,83461669	14,1451613	16,1774194	2,03225806
Högsjön	H_15_107	10,2	32	40	40	40	8	8	4	1	0	0	0	0	5	1,2	2	2,075829384	3,45971564			0	0	0	3	0	5	14	1	0	34	0	73	13,5642123	0,9214409	12,3424658	14,8424658	2,5	14,0794521	0,6644435	13,2260274	14,8424658	1,61643836	14,266129	1,10764093	12,8064516	15,7903226	2,98387097	14,9096774	0,74833115	13,983871	15,7903226	1,80645161
Högsjön	H_15_108	8,3	28	40	40	40	12	12	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	2	0	3	6	2	0	34	0	73	13,9657534	1,16305114	12,4520548	15,6575342	3,20547945	14,6082192	0,87562285	13,5068493	15,6575342	2,15068493	14,6653226	1,3898611	12,8709677	16,6774194	3,80645161	15,4677419	0,97838365	14,2580645	16,6774194	2,41935484
Högsjön	H_15_109	8,3	31	40	40	40	9	9	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	2	0	3	6	1	0	12	0	73	13,9058219	1,17661947	12,3972603	15,6986301	3,30136986	14,5589041	0,88548045	13,5273973	15,6986301	2,17123288	14,5967742	1,42694808	12,7741935	16,8387097	4,06451613	15,416129	1,02378093	14,2580645	16,8387097	2,58064516
Högsjön	H_15_110	13,1	32	40	40	40	8	8	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564			0	0	0	4	0	4	14	1	0	8	0	73	13,5282534	0,98970433	12,2739726	15,0410959	2,76712329	14,0575342	0,78692505	13,1369863	15,0410959	1,90410959	14,1754032	1,19205214	12,6935484	16,0322581	3,33870968	14,8354839	0,90468314	13,8225806	16,0322581	2,20967742
Högsjön	H_15_111	7,4	27	40	60	50	33	23	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	0	0	2	0	2	0	12	0	73	13,1258562	0,64201267	12,2328767	13,9246575	1,69178082	13,4506849	0,49824009	12,7465753	13,9246575	1,17808219	13,671371	0,76201108	12,5967742	14,5645161	1,96774194	14,0870968	0,54289655	13,2903226	14,5645161	1,27419355
Högsjön	H_15_113	9,3	26,5	50	50	50	23,5	23,5	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564	53,2		1	0	1	2	0,333333333	3	0	12	1	40	0	73	14,2003425	1,0658518	12,8424658	15,760274	2,91780822	14,7890411	0,80548085	13,8356164	15,760274	1,92465753	14,8245968	1,27092036	13,1935484	16,6774194	3,48387097	15,5516129	0,90169901	14,483871	16,6774194	2,19354839
Högsjön	H_15_115	9,3	17	30	30	30	13	13	2	1	0	0	0	0	3	1,333333333	2	2,306477093	3,45971564			0	0	0	1	0	3	4	6	0	4	0																					
Högsjön	H_15_117	15,5	30	40	60	50	30	20	1	3	0	0	0	0	4	1,75	2	3,027251185	3,45971564			0	0	0	3	0	4	29	20	0	53	0	73	13,4511986	0,90513654	12,2465753	14,7123288	2,46575342	13,9287671	0,71192186	12,9863014	14,7123288	1,7260274	14,0947581	1,12188997	12,5967742	15,6774194	3,08064516	14,7193548	0,81998945	13,6612903	15,6774194	2,01612903
Högsjön	H_15_118	9,2	17	40	40	40	23	23	1	1	0	0	0	0	2	1,5	2	2,59478673	3,45971564			0	0	0	1	0	2	14	20	1	53	0	73	13,9443493	1,53446923	11,9931507	16,2054795	4,21232877	14,8027397	1,15720716	13,4246575	16,2054795	2,78082192	14,6854839	1,83922238	12,3548387	17,4032258	5,0483871	15,7612903	1,2907465	14,2419355	17,4032258	3,16129032
Högsjön	H_15_119	7,4	12,5	25	25	25	12,5	12,5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782			0	0	0	1	0	2	4	11	0	84	0	73	14,0162671	0,69606209	13,130137	14,9246575	1,79452055	14,3671233	0,58170963	13,5205479	14,9246575	1,40410959	14,6975806	0,8144966	13,6451613	15,7419355	2,09677419	15,1290323	0,63836461	14,1935484	15,7419355	1,5483871
Högsjön	H_15_120	7,6	21	20	30	25	9	4	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	3	0	3	6	7	0	29	0	73	13,7166096	1,11995989	12,2945205	15,3219178	3,02739726	14,330137	0,86924435	13,2260274	15,3219178	2,09589041	14,5100806	1,33307173	12,7903226	16,3709677	3,58064516	15,2677419	0,97056281	14,0322581	16,3709677	2,33870968
Högsjön	H_15_121	11	20	20	30	25	10	5	1	2	0	0	0	0	3	1,666666667	2	2,883096367	3,45971564			0	0	0	2	0	3	14	7	0	15	0	73	13,9991438	1,20160447	12,5479452	16,0410959	3,49315068	14,6356164	0,99724824	13,5821918	16,0410959	2,45890411	14,7278226	1,42993837	13,016129	17,1774194	4,16129032	15,5064516	1,14905431	14,3064516	17,1774194	2,87096774
Högsjön	H_15_122	7,2	14	30	45	37,5	31	23,5	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	1	0	15	0	73	14,2996575	1,25199239	12,7808219	16,3972603	3,61643836	14,9767123	1,01169173	13,8767123	16,3972603	2,52054795	14,9556452	1,46046737	13,1774194	17,3709677	4,19354839	15,7741935	1,11365719	14,5483871	17,3709677	2,82258065
Högsjön	H_15_123	6,6	15	30	45	37,5	30	22,5	0	1	0	0	0	0	1	2	2	3,45971564	3,45971564	50,1		1	0	1	0	1	1	0	1	0	13	0	73	14,4614726	1,35669284	12,8013699	16,6917808	3,89041096	15,2013699	1,08243219	14,0068493	16,6917808	2,68493151	15,1854839	1,65426362	13,2096774	17,9516129	4,74193548	16,1096774	1,28452683	14,7096774	17,9516129	3,24193548
Högsjön	H_15_124	9,4	21	20	35	27,5	14	6,5	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782	40,8		1	0	1	0	0,5	2	6	8	0	50	0	73	14,4777397	1,48076552	12,6232877	16,7328767	4,10958904	15,260274	1,21900694	13,739726	16,7328767	2,99315068	15,3729839	1,72544797	13,2096774	17,9032258	4,69354839	16,3193548	1,35023698	14,6129032	17,9032258	3,29032258
Högsjön	H_15_125	5,1	18	40	60	50	42	32	1	0	0	0	0	0	1	1	1	1,72985782	1,72985782			0	0	0	0	0	1	0	0	0	250	250	73	14,197774	1,00251082	12,890411	15,5547945	2,66438356	14,7424658	0,77562642	13,7328767	15,5547945	1,82191781	14,891129	1,20935095	13,2903226	16,483871	3,19354839	15,5774194	0,86867198	14,4354839	16,483871	2,0483871
Högsjön	H_15_126	7	21	25	25	25	4	4	4	0	0	0	0	0	4	1	1	1,72985782	1,72985782			0	0	0	0	0	4	4	3	0	40	0	73	14,0736301	2,5145771	11,1780822	18,4383562	7,26027397	15,4150685	2,09819665	13,0821918	18,4383562	5,35616438	15,0383065	2,99282004	11,6935484	20,4193548	8,72580645	16,6419355	2,50068638	13,983871	20,4193548	6,43548387
Högsjön	H_15_128	12	25	30	30	30	5	5	1	2	0	0	0	0	3	1,666666667	2	2,883096367	3,45971564			0	0	0	2	0	3	13	4	0	3	0	73	14,1755137	0,95313143	12,9794521	15,5410959	2,56164384	14,6575342	0,80660197	13,5410959	15,5410959	2	14,9737903	1,17122835	13,483871	16,6935484	3,20967742	15,5935484	0,94606013	14,3225806	16,6935484	2,37096774
Högsjön	H_15_129	9,4	26	30	30	30	4	4	3	1	0	0	0	0	4	1,25	2	2,162322275	3,45971564			0	0	0	1	0	4	13	2	1	8	0	73	14,0607877	1,77137885	11,869863	16,8082192	4,93835616	15,0054795	1,4508858	13,2328767	16,8082192	3,57534247	15,0705645	2,15961011	12,4032258	18,5483871	6,14516129	16,2612903	1,69431918	14,2903226	18,5483871	4,25806452
Högsjön	H_15_132	7,1	22	25	25	25	3	3	2	0	0	0	0	0	2	1	1	1,72985782	1,72985782	41		1	0	1	1	0,5	2	4	5	0	8	0	73	13,7011986	0,88905002	12,5479452	14,8561644	2,30821918	14,169863	0,70714215	13,1575342	14,8561644	1,69863014	14,3669355	1,04426346	12,983871	15,6774194	2,69354839	14,9419355	0,77702458	13,8225806	15,6774194	1,85483871
Högsjön	H_15_133	9,2	21	40	40	40	19	19	3	0	0	0	0	0	3	1	1	1,72985782	1,72985782			0	0	0	1	0	3	11	40	0	120	0	73	15,8313356	1,88731792	13,4794521	18,5821918	5,10273973	16,909589	1,40461356	15,2260274	18,5821918	3,35616438	16,75	2,08973553	14,1612903	19,7258065	5,56451613	17,9677419	1,48703933	16,1290323	19,7258065	3,59677419
